context_id,calibration_id,source_name,title,calibration_type,expected_indicator_focus,ref_country,matched_keywords,context_text,previous_sentence,target_sentence,next_sentence,N_content,IDI_raw,IDI_percent,EMI_raw,EMI_percent,MTI_raw,MTI_percent,EVI_raw,EVI_norm,S_r,salience_label,IP_context,IP_abs_context,quality_flags,language,notes,anchor_status,IDI_percentile,IDI_empirical_level,EMI_percentile,EMI_empirical_level,MTI_percentile,MTI_empirical_level,IP_percentile,IP_empirical_level,IP_abs_percentile,IP_abs_empirical_level,IDI_raw_interpretation,EMI_raw_interpretation,MTI_raw_interpretation,IP_context_interpretation,IP_abs_context_interpretation
cal_doc_manual_ideological_mobilization_set_000005_000005__China__002,cal_local_manual_ideological_mobilization_set_000005_000005,Manual Ideological Mobilization Set,,ideological_mobilization,IDI,China,Tiongkok,"Di sela acara, Hu Hang juga bergabung dalam wawancara eksklusif dengan TVRI, memperluas profil Fosun Health dalam wacana regional. Dalam forum maupun interaksi media, Fosun Health menegaskan ambisinya menjadi pintu gerbang utama bagi pasien Asia Tenggara yang ingin mengakses layanan kesehatan di Tiongkok. Fosun Health tengah membangun ekosistem lintasnegara yang mengintegrasikan rumah sakit, platform digital, asuransi, dan sumber daya farmasi.",Sederet gelar bergengsi ini menegaskan keunggulan layanan terintegrasi dan kinerja klinis rumah sakit tersebut.,"Dalam forum maupun interaksi media, Fosun Health menegaskan ambisinya menjadi pintu gerbang utama bagi pasien Asia Tenggara yang ingin mengakses layanan kesehatan di Tiongkok.","""Kami siap berkolaborasi,"" kata Hu.",49,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: ideological_mobilization).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).
cal_doc_manual_ideological_mobilization_set_000006_000006__China__001,cal_local_manual_ideological_mobilization_set_000006_000006,Manual Ideological Mobilization Set,,ideological_mobilization,IDI,China,Tiongkok,"Source: Antara
Region: Indonesia
Title: Pemprov Sulsel dan Tiongkok perkuat kerja sama perluas akses ekspor
URL: https://www.antaranews.com/berita/5536939/pemprov-sulsel-dan-tiongkok-perkuat-kerja-sama-perluas-akses-ekspor
Date: 2026-04-22T10:41:25+07:00
Year: 2026

Makassar (ANTARA) - Sekretaris Daerah Provinsi Sulsel Jufri Rahman mengatakan penguatan kerja sama dengan Tiongkok merupakan langkah strategis dalam mendorong pertumbuhan ekonomi daerah sekaligus memperluas akses pasar ekspor Sulawesi Selatan di tingkat global. ""Sejak dulu, hubungan emosional antara Tiongkok dengan masyarakat Sulawesi Selatan sudah terjalin,"" ujar Jufri Rahman dalam keterangannya di Makassar, Rabu. Ia menjelaskan, data menunjukkan realisasi investasi Tiongkok di Sulawesi Selatan pada 2025 mencapai Rp748 miliar. Selain itu, Tiongkok menjadi pasar ekspor terbesar kedua bagi Sulsel dengan kontribusi sebesar 33,69 persen dari total nilai ekspor daerah. Sementara untuk nilai ekspor Sulsel ke Tiongkok pada 2024 tercatat sebesar 693,88 juta dolar AS. Baca juga:
Untad terima 3.048 buku dari Tiongkok perkuat referensi akademik
Jufri Rahkan saat menerima rombongan Kedutaan Besar Tiongkok di Makassar sengaja memaparkan berbagai potensi unggulan Sulawesi Selatan, mulai dari sektor pertanian, perikanan, pertambangan, hingga industri pengolahan yang dinilai berpeluang besar dikembangkan melalui kerja sama investasi. Penguatan kerja sama di berbagai sektor diharapkan semakin mendorong peningkatan nilai ekspor Sulsel ke depan. Sementara Konselor Tiongkok untuk Indonesia, Zhen Wangda, menyampaikan Sulawesi memiliki posisi strategis di Indonesia dan merupakan pusat ekonomi dan budaya di kawasan ini. ""Sektor pertanian, perikanan, pertambangan, dan industri makanan berkembang pesat serta telah menarik minat investor,"" ujarnya. Baca juga:
Unhas- Anhui Fuxin kolaborasi tarik mahasiswa asing asal Tiongkok
Ia juga menilai kekayaan budaya dan keindahan alam Sulawesi Selatan menjadi daya tarik tersendiri bagi wisatawan. ""Kedutaan Besar Tiongkok di Indonesia menugaskan saya untuk memimpin kunjungan ini. Kami berharap pertemuan ini dapat meningkatkan saling pengertian, memperkuat kerja sama daerah Tiongkok–Indonesia, termasuk integrasi industri unggulan, serta mempererat hubungan antarmasyarakat,"" jelasnya. Pewarta: Abdul Kadir
Editor: Zaenal Abidin
Copyright © ANTARA 2026
Dilarang keras mengambil konten, melakukan crawling atau pengindeksan otomatis untuk AI di situs web ini tanpa izin tertulis dari Kantor Berita ANTARA.",,"Source: Antara
Region: Indonesia
Title: Pemprov Sulsel dan Tiongkok perkuat kerja sama perluas akses ekspor
URL: https://www.antaranews.com/berita/5536939/pemprov-sulsel-dan-tiongkok-perkuat-kerja-sama-perluas-akses-ekspor
Date: 2026-04-22T10:41:25+07:00
Year: 2026

Makassar (ANTARA) - Sekretaris Daerah Provinsi Sulsel Jufri Rahman mengatakan penguatan kerja sama dengan Tiongkok merupakan langkah strategis dalam mendorong pertumbuhan ekonomi daerah sekaligus memperluas akses pasar ekspor Sulawesi Selatan di tingkat global. ""Sejak dulu, hubungan emosional antara Tiongkok dengan masyarakat Sulawesi Selatan sudah terjalin,"" ujar Jufri Rahman dalam keterangannya di Makassar, Rabu. Ia menjelaskan, data menunjukkan realisasi investasi Tiongkok di Sulawesi Selatan pada 2025 mencapai Rp748 miliar. Selain itu, Tiongkok menjadi pasar ekspor terbesar kedua bagi Sulsel dengan kontribusi sebesar 33,69 persen dari total nilai ekspor daerah. Sementara untuk nilai ekspor Sulsel ke Tiongkok pada 2024 tercatat sebesar 693,88 juta dolar AS. Baca juga:
Untad terima 3.048 buku dari Tiongkok perkuat referensi akademik
Jufri Rahkan saat menerima rombongan Kedutaan Besar Tiongkok di Makassar sengaja memaparkan berbagai potensi unggulan Sulawesi Selatan, mulai dari sektor pertanian, perikanan, pertambangan, hingga industri pengolahan yang dinilai berpeluang besar dikembangkan melalui kerja sama investasi. Sementara Konselor Tiongkok untuk Indonesia, Zhen Wangda, menyampaikan Sulawesi memiliki posisi strategis di Indonesia dan merupakan pusat ekonomi dan budaya di kawasan ini. Baca juga:
Unhas- Anhui Fuxin kolaborasi tarik mahasiswa asing asal Tiongkok
Ia juga menilai kekayaan budaya dan keindahan alam Sulawesi Selatan menjadi daya tarik tersendiri bagi wisatawan. ""Kedutaan Besar Tiongkok di Indonesia menugaskan saya untuk memimpin kunjungan ini. Kami berharap pertemuan ini dapat meningkatkan saling pengertian, memperkuat kerja sama daerah Tiongkok–Indonesia, termasuk integrasi industri unggulan, serta mempererat hubungan antarmasyarakat,"" jelasnya.",,253,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,secondary_actor,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: ideological_mobilization).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).
cal_doc_manual_ideological_mobilization_set_000007_000007__China__001,cal_local_manual_ideological_mobilization_set_000007_000007,Manual Ideological Mobilization Set,,ideological_mobilization,IDI,China,Tiongkok,"Source: Antara
Region: Indonesia
Title: AutoFlight Sukses Lakukan Pengiriman Teh dengan eVTOL Kelas 2 Ton Pertama di Tiongkok
URL: https://www.antaranews.com/berita/5533497/autoflight-sukses-lakukan-pengiriman-teh-dengan-evtol-kelas-2-ton-pertama-di-tiongkok
Date: 2026-04-20T08:55:25+07:00
Year: 2026

Kunshan, Tiongkok, (ANTARA/PRNewswire)- AUTOFLIGHT menuntaskan uji coba perdana pengiriman teh musim semi dengan pesawat eVTOL kelas 2 ton di Provinsi Guizhou, kawasan pegunungan di Tiongkok bagian barat. Dalam uji coba tersebut, AutoFlight mengoperasikan CarryAll (V2000CG)—pesawat eVTOL tanpa awak yang sepenuhnya otonom—untuk mengangkut teh segar dari Anshun ke Guiyang, dua kota di Guizhou yang berjarak sekitar 120 kilometer.",,"Source: Antara
Region: Indonesia
Title: AutoFlight Sukses Lakukan Pengiriman Teh dengan eVTOL Kelas 2 Ton Pertama di Tiongkok
URL: https://www.antaranews.com/berita/5533497/autoflight-sukses-lakukan-pengiriman-teh-dengan-evtol-kelas-2-ton-pertama-di-tiongkok
Date: 2026-04-20T08:55:25+07:00
Year: 2026

Kunshan, Tiongkok, (ANTARA/PRNewswire)- AUTOFLIGHT menuntaskan uji coba perdana pengiriman teh musim semi dengan pesawat eVTOL kelas 2 ton di Provinsi Guizhou, kawasan pegunungan di Tiongkok bagian barat.","Penerbangan tanpa awak ini melintasi medan pegunungan yang terjal hanya dalam waktu 37 menit, jauh lebih cepat dibandingkan jalur transportasi darat di kawasan tersebut.",70,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: ideological_mobilization).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).
cal_doc_manual_ideological_mobilization_set_000007_000007__China__002,cal_local_manual_ideological_mobilization_set_000007_000007,Manual Ideological Mobilization Set,,ideological_mobilization,IDI,China,China; Tiongkok,"Setelah diangkut melalui jalur udara dengan eVTOL, teh segar tersebut lalu dikirim dengan kereta cepat dari Guiyang ke Shanghai, berjarak hampir 2.000 kilometer. Dengan model logistik terintegrasi ""eVTOL + kereta cepat"", pengiriman berlangsung pada hari yang sama sehingga teh yang baru dipetik dari perkebunan di pegunungan barat dapat diterima oleh konsumen di kota-kota besar di wilayah timur Tiongkok dalam waktu kurang dari 24 jam. Keunggulan Utama Solusi eVTOL Otonom
Kemampuan terbang otonom:
Tanpa kehadiran pilot di dalam pesawat, meningkatkan keselamatan kerja dan efisiensi operasional untuk pengiriman kargo
Kecepatan tinggi:
Menempuh jarak 120 km di wilayah pegunungan dalam 37 menit, memangkas waktu tempuh hingga berjam-jam dibandingkan transportasi darat
Ramah lingkungan:
Sepenuhnya menggunakan tenaga listrik, bebas emisi operasional dan memiliki tingkat kebisingan rendah, sejalan dengan target pembangunan berkelanjutan
Fleksibilitas tinggi:
Mampu lepas landas dan mendarat secara vertikal tanpa membutuhkan landasan pacu, mendukung pengiriman langsung dari satu titik ke titik berikutnya. Tentang AutoFlight CarryAll (V2000CG)
CarryAll (V2000CG) merupakan pesawat eVTOL kelas 2 ton pertama di dunia yang memperoleh
Sertifikat Tipe (
Type Certificate
/TC)
,
Sertifikat Produksi
(
Production Certificate
/PC)
, dan
Sertifikat Kelaikudaraan (
Airworthiness Certificate
/AC)
dari Civil Aviation Administration of China (CAAC). Sebagai pesawat kargo tanpa awak yang sepenuhnya otonom, CarryAll (V2000CG) menawarkan performa unggul untuk berbagai kebutuhan logistik:
Kapasitas muatan maksimum: 400 kg
Jangkauan maksimum: hingga 200 km
Kecepatan jelajah: sekitar 180 km/jam
Pernyataan dari Eksekutif
Li Yun
, CCO, AutoFlight
""Model inovatif 'pengiriman udara eVTOL otonom + jalur utama kereta cepat' mampu mengatasi hambatan logistik di wilayah pegunungan.","Penerbangan tanpa awak ini melintasi medan pegunungan yang terjal hanya dalam waktu 37 menit, jauh lebih cepat dibandingkan jalur transportasi darat di kawasan tersebut.","Dengan model logistik terintegrasi ""eVTOL + kereta cepat"", pengiriman berlangsung pada hari yang sama sehingga teh yang baru dipetik dari perkebunan di pegunungan barat dapat diterima oleh konsumen di kota-kota besar di wilayah timur Tiongkok dalam waktu kurang dari 24 jam. Tentang AutoFlight CarryAll (V2000CG)
CarryAll (V2000CG) merupakan pesawat eVTOL kelas 2 ton pertama di dunia yang memperoleh
Sertifikat Tipe (
Type Certificate
/TC)
,
Sertifikat Produksi
(
Production Certificate
/PC)
, dan
Sertifikat Kelaikudaraan (
Airworthiness Certificate
/AC)
dari Civil Aviation Administration of China (CAAC).",AutoFlight akan terus berkolaborasi dengan berbagai mitra untuk memperluas penerapan model logistik kargo otonom yang efisien dan ramah lingkungan ke lebih banyak sentra produksi pertanian.,195,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: ideological_mobilization).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).
cal_doc_manual_ideological_mobilization_set_000008_000008__China__001,cal_local_manual_ideological_mobilization_set_000008_000008,Manual Ideological Mobilization Set,,ideological_mobilization,IDI,China,Beijing,"Source: Antara
Region: Indonesia
Title: CATL Perkenalkan Enam Inovasi Utama, Dorong Mobilitas Energi Baru dengan Sistem Multi-Kimia
URL: https://www.antaranews.com/berita/5539164/catl-perkenalkan-enam-inovasi-utama-dorong-mobilitas-energi-baru-dengan-sistem-multi-kimia
Date: 2026-04-23T14:59:49+07:00
Year: 2026

Beijing, (ANTARA/PRNewswire)- CATL meluncurkan enam inovasi teknologi dalam ajang ""Super Technology Day"" di Beijing. Inovasi tersebut meliputi Baterai Shenxing Superfast Charging generasi ketiga, Baterai Qilin generasi ketiga, Baterai Qilin Condensed, Baterai Freevoy Super Hybrid generasi kedua, Baterai Naxtra Sodium-ion, serta solusi terintegrasi yang mencakup
supercharging
dan penukaran baterai.",,"Source: Antara
Region: Indonesia
Title: CATL Perkenalkan Enam Inovasi Utama, Dorong Mobilitas Energi Baru dengan Sistem Multi-Kimia
URL: https://www.antaranews.com/berita/5539164/catl-perkenalkan-enam-inovasi-utama-dorong-mobilitas-energi-baru-dengan-sistem-multi-kimia
Date: 2026-04-23T14:59:49+07:00
Year: 2026

Beijing, (ANTARA/PRNewswire)- CATL meluncurkan enam inovasi teknologi dalam ajang ""Super Technology Day"" di Beijing.","Melalui sederet inovasi ini, CATL menjawab kebutuhan mobilitas untuk berbagai skenario penggunaan.",66,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: ideological_mobilization).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).
cal_doc_manual_ideological_mobilization_set_000008_000008__China__002,cal_local_manual_ideological_mobilization_set_000008_000008,Manual Ideological Mobilization Set,,ideological_mobilization,IDI,China,Tiongkok,"Third Generation Shenxing Superfast Charging Battery (PRNewsfoto/CATL)
Chairman & CEO
, CATL, Robin Zeng, menegaskan bahwa inovasi industri harus berlandaskan pendekatan ilmiah yang kuat. Ia menilai, daya saing teknologi Tiongkok tidak hanya ditentukan oleh kecepatan dan skala, namun juga kualitas inovasi, validasi teknologi, serta kredibilitas merek. Baterai Shenxing Superfast Charging Generasi Ketiga: Fitur Superfast Charging yang Tidak Mengorbankan Usia Pakai Baterai
Dari sisi elektrokimia, tantangan utama dalam meningkatkan kecepatan pengisian daya tanpa mengurangi usia pakai baterai terletak pada kenaikan suhu, bukan arus kecil.","Menurutnya, industri baterai perlu mengembangkan berbagai sistem kimia baterai secara paralel demi memenuhi kebutuhan konsumen, ketahanan energi, dan pembangunan berkelanjutan.","Ia menilai, daya saing teknologi Tiongkok tidak hanya ditentukan oleh kecepatan dan skala, namun juga kualitas inovasi, validasi teknologi, serta kredibilitas merek.","Berdasarkan prinsip Arrhenius, kenaikan suhu 10°C dapat menggandakan reaksi samping di dalam baterai dan mempercepat degradasi.",67,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: ideological_mobilization).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).
cal_doc_manual_ideological_mobilization_set_000009_000009__China__001,cal_local_manual_ideological_mobilization_set_000009_000009,Manual Ideological Mobilization Set,,ideological_mobilization,IDI,China,Tiongkok,"Beberapa di antaranya, pembentukan Industrial Advisory Board (IAB) sebagai  forum pengarah kolaborasi perguruan tinggi dan industri yang dikolaborasikan bersama Asosiasi Pengusaha Indonesia (Apindo) dan Gerakan Nasional Indonesia Kompeten (GNIK). Baca juga:
LLDikti Wilayah XI fasilitasi penandatanganan kontrak kinerja 10 PTS
""Sementara untuk kerja sama luar negeri, kami telah menjalankan kerja sama dengan mitra internasional dari berbagai negara seperti Hungaria, Belanda, Tiongkok, Jepang, Korea Selatan dan Filipina dalam kerja sama akademik maupun non akademik,"" katanya. Henri melanjutkan di bidang pengabdian masyarakat, LLDikti Wilayah III menggelar program Pengabdian Kepada Masyarakat (PKM) Smart Village di Cianjur, Jawa Barat, disusul Kuliah Kerja Nyata (KKN) Tematik “Merajut Nusantara” di Kabupaten Ngada, Nusa Tenggara Timur.",LLDikti Wilayah III juga aktif menjalankan kerja sama dengan berbagai mitra dalam dan luar negeri yang dapat mendukung peningkatan mutu pendidikan tinggi di wilayah Provinsi DKI Jakarta.,"Baca juga:
LLDikti Wilayah XI fasilitasi penandatanganan kontrak kinerja 10 PTS
""Sementara untuk kerja sama luar negeri, kami telah menjalankan kerja sama dengan mitra internasional dari berbagai negara seperti Hungaria, Belanda, Tiongkok, Jepang, Korea Selatan dan Filipina dalam kerja sama akademik maupun non akademik,"" katanya.",Pihaknya sepanjang tahun 2021-2026 juga mencatat capaian signifikan dengan lahirnya 632 guru besar dari perguruan tinggi di wilayah binaannya.,91,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: ideological_mobilization).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).
cal_doc_manual_ideological_mobilization_set_000010_000010__China__001,cal_local_manual_ideological_mobilization_set_000010_000010,Manual Ideological Mobilization Set,,ideological_mobilization,IDI,China,Tiongkok,"Source: Tempo
Region: Indonesia
Title: Bareskrim Ringkus Lima Tersangka Phishing e-Tilang Jaringan Tiongkok
URL: https://www.tempo.co/arsip/bareskrim-ringkus-lima-tersangka-phishing-e-tilang-jaringan-tiongkok-2117826
Date: 2026-02-25 20:30:00
Year: 2026

Perbesar
Foto 1 dari 5
Barang bukti kasus penipuan daring (phishing) bermodus SMS Blast e-Tilang palsu diperlihatkan di Gedung Bareskrim Polri, Jakarta, 25 Februari 2026. Dittipidsiber Bareskrim Polri berhasil meringkus lima tersangka yang dikendalikan oleh warga negara Tiongkok. Komplotan ini menyebarkan tautan phishing melalui pesan singkat massal yang mencatut nama instansi pemerintah, yakni Kejaksaan Agung.",,"Source: Tempo
Region: Indonesia
Title: Bareskrim Ringkus Lima Tersangka Phishing e-Tilang Jaringan Tiongkok
URL: https://www.tempo.co/arsip/bareskrim-ringkus-lima-tersangka-phishing-e-tilang-jaringan-tiongkok-2117826
Date: 2026-02-25 20:30:00
Year: 2026

Perbesar
Foto 1 dari 5
Barang bukti kasus penipuan daring (phishing) bermodus SMS Blast e-Tilang palsu diperlihatkan di Gedung Bareskrim Polri, Jakarta, 25 Februari 2026. Dittipidsiber Bareskrim Polri berhasil meringkus lima tersangka yang dikendalikan oleh warga negara Tiongkok.","Tempo/Imam Sukamto
Perbesar
Foto 2 dari 5
Barang bukti kasus penipuan daring (phishing) bermodus SMS Blast e-Tilang palsu diperlihatkan di Gedung Bareskrim Polri, Jakarta, 25 Februari 2026.",67,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: ideological_mobilization).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).
cal_doc_manual_ideological_mobilization_set_000010_000010__China__002,cal_local_manual_ideological_mobilization_set_000010_000010,Manual Ideological Mobilization Set,,ideological_mobilization,IDI,China,Tiongkok,"Tempo/Imam Sukamto
Perbesar
Foto 5 dari 5
Konferensi pers kasus penipuan daring (phishing) bermodus SMS Blast e-Tilang palsu diperlihatkan di Gedung Bareskrim Polri, Jakarta, 25 Februari 2026. Tempo/Imam Sukamto
bareskrim
phishing
e-tilang
tiongkok","Tempo/Imam Sukamto
Perbesar
Foto 4 dari 5
Barang bukti kasus penipuan daring (phishing) bermodus SMS Blast e-Tilang palsu diperlihatkan di Gedung Bareskrim Polri, Jakarta, 25 Februari 2026.","Tempo/Imam Sukamto
bareskrim
phishing
e-tilang
tiongkok",,29,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: ideological_mobilization).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: ideological_mobilization).
cal_doc_manual_propaganda_like_set_000002_000002__China__001,cal_local_manual_propaganda_like_set_000002_000002,Manual Propaganda-like Set,,propaganda_like_text,IP,China,Tiongkok,"Source: Antara
Region: Indonesia
Title: Hisense Luncurkan XR10: Proyektor Premium yang Hadirkan Pengalaman Sinematik di Rumah
URL: https://www.antaranews.com/berita/5560495/hisense-luncurkan-xr10-proyektor-premium-yang-hadirkan-pengalaman-sinematik-di-rumah
Date: 2026-05-08T21:45:45+07:00
Year: 2026

Qingdao, Tiongkok, (ANTARA/PRNewswire)- Hisense, merek peralatan elektronik dan rumah tangga terkemuka di dunia, meluncurkan XR10, proyektor laser premium yang menghadirkan pengalaman sinematik di rumah. XR10 memadukan performa tinggi dan desain elegan sehingga menyuguhkan pengalaman layar besar untuk berbagai kebutuhan—mulai dari menonton film, bermain gim, hingga momen kebersamaan keluarga.",,"Source: Antara
Region: Indonesia
Title: Hisense Luncurkan XR10: Proyektor Premium yang Hadirkan Pengalaman Sinematik di Rumah
URL: https://www.antaranews.com/berita/5560495/hisense-luncurkan-xr10-proyektor-premium-yang-hadirkan-pengalaman-sinematik-di-rumah
Date: 2026-05-08T21:45:45+07:00
Year: 2026

Qingdao, Tiongkok, (ANTARA/PRNewswire)- Hisense, merek peralatan elektronik dan rumah tangga terkemuka di dunia, meluncurkan XR10, proyektor laser premium yang menghadirkan pengalaman sinematik di rumah.","Dengan tingkat kecerahan 6.000 ANSI lumen, XR10 menghadirkan visual yang terang dan tajam, bahkan di ruangan dengan pencahayaan tinggi.",64,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: propaganda_like_text).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: propaganda_like_text).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: propaganda_like_text).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: propaganda_like_text).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: propaganda_like_text).
